,height,gender
109,1.86951065508183,M
110,1.71863679876144,M
111,1.81853321380913,M
112,1.79538811296956,M
113,1.63447728618048,F
114,1.13063091575168,M
115,1.71213669022545,M
116,1.66281050241048,M
117,1.70109710581601,F
118,1.93785045863651,M
119,1.51216216303874,F
120,2.1416193664437,M
121,1.57632473097183,F
122,1.7929529136396,F
123,1.64300084625913,F
124,1.78474452467124,M
125,1.86715277897781,M
126,1.73813360801282,F
127,1.06661344668828,F
128,1.69414865301665,F
129,1.86080902829346,M
130,1.95045307652447,M
131,2.01688268730098,M
132,1.95925045409289,M
133,0.893934779334813,M
134,1.86056166406614,F
135,0.680074799573049,M
136,1.71771024528598,F
137,1.58562926510349,M
138,1.88256647526546,M
139,1.71989741008619,M
140,1.55522296354175,F
141,1.76502396309808,M
142,2.07867633858696,M
143,0.624379334738478,M
144,1.86872121452668,M
145,1.57502519321102,M
146,1.18227841728367,F
147,1.73820752444482,F
148,1.21639056922868,M
149,1.79101918481282,M
150,1.58674045295489,F
151,1.69093203205746,M
152,1.70054556344022,F
153,0.747146309120581,F
154,1.32027221587487,M
155,1.59362843097039,M
156,2.0761350011453,M
157,1.57099099206962,M
158,1.80920662030112,F
159,1.60241087822011,F
160,1.83283333063591,M
161,1.87476790397195,F
162,1.86587721908167,M
163,1.85496388076572,F
164,1.82670006618137,F
165,1.85342371396882,M
166,1.61600397882285,F
167,1.92565734211821,M
168,1.86599767212756,M
169,1.85162071140949,M
170,1.57240827432834,F
171,0.865122098708525,M
172,1.92600304631051,M
173,0.592241413192824,M
174,1.6515157860696,F
175,1.79832266150275,F
176,1.8044824030716,M
177,0.807065010070801,M
178,1.72949032471784,F
179,1.145693334518,F
180,1.57288726386614,M
181,1.65251309002401,M
182,1.63665507803671,M
183,1.86920979409479,F
184,1.55047210115008,F
185,1.82420695612673,M
186,1.73023959638669,M
187,1.53293809406705,F
188,1.6926034999901,M
189,1.45784762129188,M
190,1.70044231615029,F
191,1.66793770092242,F
192,1.86574467112115,M
193,1.68715392861119,F
194,1.55039911613443,M
195,1.76382813773285,F
196,1.91161788201679,M
197,1.72880673546858,F
198,1.77745842425795,F
199,2.06834298642352,M
200,1.80705717144737,M
201,1.9678907305235,M
202,1.63546983131673,F
203,1.65169412973337,M
204,1.59542480934462,F
205,1.76156552078749,M
206,1.70925491031958,F
207,1.7149775722363,M
208,1.65069541504049,F
209,1.66647190530784,M
210,1.78301817300962,F
211,1.84164168171119,M
212,1.83941946720006,F
213,0.847843206254765,M
214,1.9639048918616,M
215,1.6127238209064,F
216,0.588769795373082,F
217,1.10289436206222,M
218,1.69250873657637,F
219,1.83613642926794,M
220,1.80221543095112,M
221,1.94150606556796,M
222,1.85098569640988,M
223,1.44727166537685,F
224,1.6127126594029,F
225,1.55092737246305,M
226,1.89521161797456,M
227,1.63433902903485,F
228,1.74562337725398,M
229,1.51216216303874,F
230,1.70770507627629,M
231,1.89372241396923,M
232,1.55425258037507,M
233,1.55375371370465,F
234,1.85941186342388,M
235,1.58498174419704,F
236,1.61547481827438,M
237,1.14173010201193,M
238,1.81087725939706,M
239,1.61644344640383,F
240,1.62833203501859,M
241,1.71178794852458,F
242,1.67126752141952,F
243,1.52672075165914,F
244,1.54356822770787,F
245,1.91841367918532,M
246,1.00276484782808,M
247,1.68121013741418,F
248,0.98336423188448,M
249,1.88601785421888,M
250,1.83739267215124,M
251,1.97821095334366,M
252,1.81979882293381,M
253,2.10779063715423,M
254,1.68901218154933,F
255,1.92638169156107,M
256,1.64915822802741,F
257,1.87145874062553,M
258,1.65560307608922,F
259,2.03694190317016,M
260,1.75232831364449,F
261,0.517853894503787,F
262,0.675546793732792,M
263,1.63497011209177,F
264,1.83059918883905,F
265,1.70572638754455,F
266,1.86758112011012,F
267,1.64285111715447,M
268,1.85099914868179,M
269,1.71361812291253,F
270,1.71863679876144,M
271,1.66166345789022,F
272,1.69511631492128,F
273,1.63156415785723,M
274,1.58840825203806,M
275,0.56617717188783,M
276,0.846251293784007,M
277,1.6580538620241,F
278,1.78872835806221,F
279,1.71460005259141,F
280,0.85988020687364,F
281,1.63559782703305,F
282,1.23620078200474,F
283,1.01062150648795,M
284,1.48909947159428,M
285,1.69412655336782,F
286,1.72871781615042,F
287,1.62666397016107,F
288,1.60512624271214,M
289,1.68023325633258,F
290,1.7050876546884,F
291,1.13709948514588,F
292,1.61923958137622,F
293,1.77884576712767,M
294,1.42898985976353,M
295,1.14400194096379,F
296,1.81028613665761,F
297,1.43759337246805,F
298,0.870531452354044,M
299,1.76928148949477,M
300,1.60576113534938,F
301,1.43367308663979,F
302,1.66494328929053,F
303,1.68290158487055,F
304,1.73747611776926,F
305,0.790250721620396,F
306,1.65699012954918,M
307,1.65005835294724,M
308,1.94085057748016,M
309,1.53140994588223,F
310,0.943381625693291,F
311,1.65041077230029,M
312,1.72613855016578,M
313,2.10999840281781,M
314,1.62952209745973,F
315,1.7385987554444,F
316,1.34423738555051,F
317,1.68832998522557,F
318,1.66963349789739,F
319,1.86977878011383,M
320,1.64906195727489,F
321,1.63124926686287,F
322,1.94759024573833,M
323,1.89529102127999,M
324,0.548830009065568,F
325,1.60011358931661,F
326,0.775905032642186,F
327,1.59729923816436,M
328,1.51769318916199,F
329,0.990171463461593,F
330,1.82634851466917,F
331,0.930517240660265,M
332,2.12311954450131,M
333,1.94604641133919,M
334,1.22028005705215,F
335,0.731356133706868,M
336,1.34642313676886,M
337,1.63724943166599,F
338,1.94642522300128,M
339,1.7366425302811,M
340,0.779256478883326,F
341,2.03636138329748,M
342,1.61039748578504,F
343,1.95932396329008,M
344,1.23409109842032,M
345,1.63001205910292,F
346,1.62251167965002,F
347,1.17269782489166,M
348,1.51671797217795,M
349,1.67525644602458,M
350,1.61384147072717,F
351,1.6982672316951,M
352,1.66453476757052,F
353,1.00836238800548,F
354,1.95669543554335,M
355,1.6342587002553,F
356,1.57462149802595,M
357,1.87597829278093,M
358,1.75672737668243,F
359,1.93820687248372,M
360,1.89443783453898,F
361,1.50883832509862,F
362,2.03832071848466,M
363,1.5085748468667,F
364,0.509895971976221,M
365,1.71159340548329,F
366,2.02916869148906,M
367,2.01524046119303,M
368,1.7136624742765,F
369,1.57860591141024,F
370,1.66847231965512,F
371,1.75154040621278,F
372,1.65194769472285,F
373,1.73447901221893,F
374,1.49325528041133,M
375,0.822944945190102,M
376,1.64802380703719,F
377,1.66420692530397,F
378,1.72545778913374,M
379,1.57409505833767,F
380,1.35426045581698,M
381,1.69445896780986,F
382,1.66631186115942,F
383,1.70953951728492,F
384,1.54259243923007,F
385,1.51961776956195,F
386,1.61944432324567,F
387,1.68791438449195,M
388,2.05690905482043,M
389,1.63753950476242,F
390,1.80030660574426,F
391,1.71118374472639,F
392,1.23677407857031,M
393,1.89524805907425,M
394,1.56035975804552,F
395,1.01928411563858,M
396,1.77229329708498,F
397,1.73780172183178,M
398,1.18656669743359,M
399,1.89976754258387,F
400,1.80711866084783,M
401,1.63289668720681,F
402,0.963094822829589,M
403,1.70448194801686,M
404,1.66250457977876,M
405,2.01672399365343,M
406,1.96783646223516,M
407,1.67669131152986,F
408,1.77032173176838,F
409,1.82869745919394,M
410,1.57951980005018,F
411,1.55338581475216,F
412,1.47979111883143,F
413,1.64647333184257,F
414,1.54311402105847,F
415,1.62684575616068,F
416,1.66748059139517,M
417,1.64992853101707,M
418,1.82924275376744,M
419,1.80099371890537,M
420,1.69310937997652,F
421,1.8607529551913,M
422,1.82142638345249,M
423,1.95251448921706,M
424,1.69639668883756,F
425,1.88895222900901,M
426,1.67976213643652,F
427,1.2544824720826,F
428,1.53882695769933,F
429,1.56830863078242,M
430,1.85115465694499,M
431,1.60428741598214,F
432,1.64800398417232,M
433,1.98807407871354,M
434,1.65696890905553,M
435,1.7468970275147,F
436,1.67318390756845,M
437,1.79752871053386,M
438,1.57522371769883,F
439,1.58419871452394,F
440,1.57073123157024,F
441,1.58422695280751,F
442,2.06326466090977,M
443,2.06766037358902,M
444,1.80236978156314,F
445,1.77068898551939,M
446,1.83481811387383,M
447,1.7436354497499,F
448,1.64590226693545,F
449,1.40272776549682,F
450,1.92976461667568,M
451,1.56275317867698,F
452,1.5279045619769,F
453,2.07670771414182,M
454,1.56399822209245,F
455,1.96602377445005,M
456,1.65514591857791,M
457,1.68660863425618,M
458,1.63801928195171,M
459,1.66593520951414,F
460,1.60633778445845,F
461,1.56958525051596,F
462,1.84607260229532,M
463,1.72642278652638,M
464,1.80124856956759,F
465,1.811467743502,M
466,1.57596730363572,F
467,1.66912406049669,M
468,1.77063320846064,F
469,1.67285651695317,F
470,1.48328168188455,F
471,1.53134404011071,F
472,0.834353963844478,F
473,1.83353665738278,F
474,1.67262760792624,M
475,2.079985133023,M
476,0.851635095197707,F
477,1.53209422599661,F
478,1.72519261464477,M
479,1.83452956632245,M
480,1.82934473614667,M
481,1.17058261344209,F
482,1.53873290598508,F
483,1.68911101440899,M
484,1.63982082421044,F
485,2.05967902340926,M
486,1.89114270881181,F
487,0.889869847800583,F
488,1.46318697184324,M
489,1.65728140245192,F
490,1.8758169887716,F
491,1.58081842870452,M
492,1.63874608218049,F
493,1.67807286465291,F
494,1.65453108873077,M
495,1.83009847595071,M
496,1.6758837037904,M
497,1.64410305606978,F
498,1.79812520486349,F
499,1.81717662965552,M
500,1.92152736518073,F
501,1.72357921628078,M
502,1.95473277539784,M
503,1.78427613015281,F
504,1.73584707537666,M
505,2.05117625948042,M
506,1.98964793378586,M
507,1.75572379261395,M
508,1.93185500310303,M
509,1.67482599118211,F
510,1.66789005240425,F
511,1.58519974216163,F
512,0.500432330183685,F
513,1.80300113688379,M
514,1.69434931085038,F
515,1.79746379702412,M
516,1.74801371719194,F
517,0.726263812743127,F
518,1.58744498114601,M
519,1.9034453121769,M
520,1.55656100797714,M
521,1.84164436688683,M
522,1.67188954122296,M
523,1.61657131975433,F
524,1.67622301539938,F
525,1.72708378686802,F
526,1.8304604388271,M
527,1.68595112354134,M
528,1.52668080217716,F
529,0.645994634600356,F
530,1.8749717969913,M
531,1.58553999281866,F
532,1.75858352586079,M
533,1.73788101894315,F
534,1.7571103442926,F
535,1.64694894286516,F
536,1.71048323926951,M
537,1.60527868479041,M
538,2.00413903458975,M
539,1.71054253005274,M
540,1.64192846262145,F
541,1.72640177047579,F
542,1.63996594215072,M
543,1.25522891804576,F
544,0.728449179092422,M
545,1.66193478264013,F
546,1.49406610801816,M
547,0.865549403708428,F
548,1.56747588403523,F
549,1.25903378450312,F
550,1.39526176662184,M
551,1.16878203931265,F
552,0.667888004565611,M
553,1.57144675606396,F
554,1.65939244446345,F
555,1.6252711364791,M
556,1.89362069617759,M
557,1.66663761005271,F
558,1.51646979451837,F
559,1.20484547526576,M
560,1.39567208481935,F
561,1.92735831504688,M
562,1.80906425166306,F
563,1.36475347331725,M
564,1.0509978258051,M
565,1.81320741202122,F
566,1.66657812321199,F
567,1.80642373873174,M
568,1.0222750378307,F
569,1.70734579336131,F
570,1.61652149896254,F
571,1.84700373128289,F
572,1.44125747165202,M
573,1.84267598283289,M
574,2.0279441433073,M
575,1.67522280262783,M
576,1.69920298005454,M
577,1.62745094156126,F
578,1.90271729062704,M
579,1.55566449295363,M
580,0.918001506943256,F
581,1.87341432095049,M
582,1.45030254614539,M
583,1.44231954633985,F
584,1.62096919298843,F
585,1.38996268180199,M
586,1.7945236389818,M
587,1.97115599506069,M
588,1.60761330556812,M
589,1.87231227333527,M
590,1.78651929550842,M
591,1.66890631113201,M
592,1.65175963223446,F
593,1.90336837421913,M
594,1.93540956017096,M
595,1.32977991690859,F
596,1.84102042485029,F
597,0.675653215963393,F
598,1.57867097511696,F
599,1.75130961443434,M
600,1.57854418145791,F
601,1.65388514519351,F
602,1.78594140280325,F
603,1.90900187515654,M
604,0.967869906453416,M
605,1.26409136783332,F
606,1.67570445828843,F
607,1.49991255459608,F
608,1.71441946098014,M
609,1.63050261883238,M
610,2.08520110992249,M
611,1.70243722241139,F
612,1.68654662346664,F
613,1.59286756762303,F
614,1.72116262577474,F
615,1.07723089586943,M
616,1.69746121486843,F
617,0.716871540527791,M
618,1.6752793416415,F
619,0.651445138501003,M
620,1.33301889756694,M
621,1.6580538620241,F
622,1.63869716257467,F
623,1.64747814562408,M
624,1.08924712263979,F
625,1.74119632749523,F
626,1.96514803699683,M
627,1.44223391119474,M
628,1.58160278559347,M
629,1.70613120603375,M
630,1.67710971938582,F
631,1.8395361637231,F
632,1.98430016825783,M
633,1.68227932321606,F
634,0.821783739607781,F
635,1.77695115272831,M
636,1.69593915195468,M
637,1.86675448525372,F
638,1.67853209584304,F
639,1.84573432949837,M
640,0.812912388239056,F
641,1.73608015025335,M
642,1.07697595003992,M
643,1.93736786211011,M
644,1.80615694613662,F
645,2.07188742400613,M
646,0.942970000673085,F
647,1.61153107392602,F
648,1.72872662448062,F
649,1.64184025489744,F
650,1.50177608110032,M
651,0.638444251846522,M
652,1.4920686451369,F
653,1.57635529739782,M
654,1.40449891914614,F
655,1.55637293648906,F
656,0.572327682981268,F
657,1.72627557888774,F
658,1.56397857288002,M
659,1.86783095682067,F
660,1.5144511201265,F
661,1.90388477027882,M
662,1.05070366873406,M
663,0.86110166227445,M
664,1.6363623523815,M
665,1.67836107988775,M
666,1.65899030531291,F
667,1.72421478933069,F
668,1.88574299246538,M
669,1.94611277577255,M
670,2.0329876661279,M
671,1.56029201010903,F
672,0.748270853189752,F
673,1.84953877084755,F
674,1.54236194816064,F
675,1.8376982383706,M
676,1.63262231788802,F
677,1.8523102299813,F
678,1.67538598128594,M
679,0.794109567068517,M
680,1.83965254969043,F
681,1.74607939759358,F
682,1.8188265228644,M
683,1.63507588002831,M
684,1.62414649969619,M
685,1.95587807949632,M
686,1.79167033250777,F
687,1.7115224347935,F
688,1.8652069076947,M
689,0.721003054874018,M
690,1.46444220002741,M
691,1.83738693217747,M
692,1.91035349769518,M
693,1.97793391355445,M
694,1.10289436206222,M
695,1.63945420682926,M
696,1.33335627871566,M
697,1.70827734242193,F
698,0.829335727496073,F
699,1.89546659887274,M
700,1.5828187862644,F
701,0.866869781166315,M
702,1.82458091368899,M
703,1.84938866095617,M
704,1.85975908092223,F
705,1.61821347177029,F
706,1.63179730281803,F
707,1.97905447427183,M
708,1.73059825180778,M
709,1.97439588350516,F
710,1.75401473929374,M
711,1.64292937586619,F
712,1.91053610583767,M
713,1.85288571420458,M
714,1.77856740478772,M
715,0.78216226072982,F
716,1.71893631550483,F
717,2.05311729945384,M
718,1.92184634895155,M
719,1.64682446236256,F
720,2.00844511601608,M
721,1.71629468142055,M
722,1.84849796094932,M
723,1.74862781918435,M
724,1.66466599778505,F
725,1.30285265459679,F
726,1.51359604368918,F
727,1.57409992453845,F
728,1.80444397084648,F
729,1.80487982843095,M
730,1.69640078319935,F
731,1.87396150881065,F
732,1.84695404898267,M
733,1.8959089394089,F
734,0.93568135262467,M
735,0.690705691464245,F
736,1.80026004413376,F
737,1.76646290192148,F
738,1.57680272572362,M
739,1.66501221693794,M
740,2.04266343482304,M
741,1.85641206395255,M
742,2.04276062836871,M
743,2.05348709654063,M
744,1.26570453587919,F
745,1.55566449295363,M
746,1.88894794962653,M
747,1.78783751542152,F
748,1.85289331938895,M
749,1.62619514482853,F
750,1.16405883338302,F
751,1.85096385678044,F
752,0.725322142709047,F
753,1.5931244923599,F
754,0.571664537768811,M
755,1.85115465694499,M
756,1.13066827994771,M
757,2.0572140969336,M
758,1.55344419670291,F
759,1.725718214948,F
760,2.0677510041045,M
761,1.86662761273328,M
762,1.80685152472551,M
763,1.78942800211953,F
764,1.85517534120008,F
765,2.0373265062226,M
766,0.735437410883605,F
767,1.58438860121121,F
768,1.98735966626555,M
769,1.88291438609594,F
770,1.82311366992071,M
771,1.86419166863197,F
772,1.72693888555952,M
773,1.65049920110032,M
774,1.67618130469506,M
775,1.64356989233275,F
776,1.98389165663806,M
777,1.89347205748782,M
778,1.60563560564836,M
779,1.48308510121424,F
780,1.89933742939054,M
781,1.64837555145661,F
782,1.62725200173445,F
783,1.66346037197887,F
784,1.69170135948807,F
785,1.68158914347087,F
786,1.67737851273268,F
787,1.69343117047101,M
788,1.56349371856653,F
789,1.97088166929945,M
790,1.56741662447516,M
791,0.847855024505407,F
792,1.97438783627003,M
793,2.00307382749643,M
794,0.90175401000306,M
795,1.57962948414497,F
796,1.65180515242332,F
797,2.05166901955381,M
798,1.55701551660895,M
799,1.71539466663083,F
800,1.85130300368182,M
801,1.77737064559168,M
802,1.65390128391254,F
803,1.6804197606968,F
804,1.80705013089352,F
805,2.09135931960345,M
806,1.85276880317833,M
807,1.57285534729857,F
808,1.82106580585144,M
809,1.59405421244099,F
810,1.55167557724053,F
811,1.70239951372739,F
812,1.22942384169437,F
813,1.783435287692,M
814,1.74206044991733,F
815,1.64986766438558,F
816,1.64786760775646,F
817,1.63397075338455,F
818,1.67939313246557,F
819,1.72826492863223,M
820,1.56903026002731,M
821,1.46832971035037,F
822,1.7041854402295,F
823,1.66878517461584,M
824,1.52700081891229,F
825,1.78548238114082,M
826,1.67153270333074,F
827,1.69688635269113,F
828,1.00675791292451,M
829,1.55804049611324,F
830,1.43380059138872,F
831,1.79642072953605,M
832,1.68405816216362,M
833,1.68170160071817,M
834,0.53702319227159,M
835,1.64752842425369,F
836,0.843308515846729,M
837,1.63159698294864,F
838,1.62380930812108,M
839,1.96424244630918,M
840,1.57117899106815,M
841,0.645065736025572,F
842,2.0638176839333,M
843,1.78974436531695,F
844,1.63461179449098,F
845,1.78150878272718,F
846,1.70561270222408,M
847,1.68989652449593,M
848,0.590779941994697,M
849,0.935386419761926,F
850,1.65734883132905,F
851,1.59985365665364,M
852,1.83747767434713,F
853,1.95879405008163,M
854,1.03108005644754,F
855,1.66264706500806,M
856,1.65910603436044,F
857,1.8304305246682,M
858,1.83353665738278,F
859,1.47121715103276,M
860,1.82216587637871,F
861,1.79832266150275,F
862,1.74995191138005,F
863,0.967101867077872,M
864,1.64274481333559,F
865,2.0835726416437,M
866,1.90016893757595,M
867,1.72149041681256,M
868,1.72761645413846,F
869,0.705049640964717,F
870,2.04946675286628,M
871,1.8606296554557,F
872,1.61978620192818,F
873,1.6703388473791,M
874,2.01599355004728,M
875,2.03572021834552,M
876,1.45526121239092,F
877,2.05527970965486,M
878,1.72481474696627,M
879,1.21752969478257,F
880,1.67496622684737,M
881,1.7577935215742,M
882,1.67451302942885,M
883,1.21785281575285,M
884,1.73560973747775,F
885,1.56645417279865,F
886,1.36444758274592,M
887,1.64486971167404,M
888,1.81344656243455,F
889,2.05609388404671,M
890,1.66373944819165,M
891,1.89753252506105,M
892,0.838526115752757,M
893,1.65082117108953,F
894,1.96747342908169,M
895,1.6233450114727,M
896,1.63179730281803,F
897,1.5827067500442,M
898,1.80513592790812,M
899,1.67838471695899,M
900,1.57757664406672,F
901,1.98186838124259,M
902,1.83317008903478,F
903,1.5031152503565,F
904,1.73612893549778,F
905,2.0026751520345,M
906,1.67252808525227,M
907,0.818896889453754,M
908,1.78624491638829,F
909,1.55274096206793,M
910,1.586381529551,M
911,1.45311151328497,M
912,1.62976536815213,F
913,0.779880992835388,F
914,2.0106592303142,M
915,1.79332550173562,F
916,1.73306518262871,F
917,1.6746047339635,F
918,1.42523107631132,M
919,1.71906315065444,F
920,1.43456353549846,M
921,1.59577568736859,F
922,0.857600028626621,M
923,1.69625381993828,F
924,1.70068324431777,F
925,1.81979882293381,M
926,1.58582489527762,F
927,1.68656388558447,M
928,1.72366911738645,F
929,1.82058094398347,F
930,1.54468739501748,F
931,1.77099120362533,M
932,1.73991523948169,F
933,1.49116093164776,F
934,1.58009722506105,F
935,1.70449292627029,F
936,1.57323040020534,M
937,1.53882695769933,F
938,1.89500913840672,M
939,1.57908652329015,M
940,1.15914582461119,M
941,1.59734576064977,F
942,1.11111434176564,M
943,0.689641925971955,M
944,2.01761815231945,M
945,1.66701311799698,M
946,1.56774697722867,F
947,1.63195855311186,F
948,1.83349355932246,F
949,1.89611555897831,M
950,2.06321104795206,M
951,1.64135812332388,F
952,1.78957351772115,F
953,1.64658147563046,F
954,0.921455663396046,M
955,1.83069690965349,F
956,1.64174262419096,F
957,1.69545562460553,F
958,1.90793314329836,M
959,1.66574369945401,M
960,1.66843336457387,M
961,1.75750162148615,F
962,1.95245443917811,M
963,0.565246277954429,F
964,1.50704326204573,F
965,1.71784313068492,F
966,1.84293814207545,M
967,1.72031883453019,M
968,1.95888743726537,M
969,1.69383252071638,M
970,1.45528455152268,F
971,2.0348991629234,M
972,1.70755479433094,F
973,1.91577569653188,M
974,1.88645401445386,M
975,1.83947993887123,M
976,1.62560925197213,F
977,1.72894310997799,F
978,1.8899520265637,F
979,0.82436727010645,F
980,1.66161001450929,M
981,1.64690621895032,F
982,1.33335627871566,M
983,1.69959355887258,F
984,1.58071679185309,M
985,2.01003238786943,M
986,1.88235013093799,F
987,2.02311201256391,M
988,1.64992853101707,M
989,1.47061450598994,F
990,1.61061845373734,F
991,0.793572799535468,F
992,1.59091598765662,F
993,1.8803848173947,M
994,1.83960753190331,M
995,1.81488340757885,M
996,1.71046700612642,F
997,1.52271623795598,F
998,1.51639736646321,F
999,1.88061247155657,M
1000,1.80576307348674,F
1001,1.54530764384208,F
1002,1.63989107794358,F
1003,1.5769284597598,F
1004,0.620873712701723,F
1005,0.717524508479983,F
1006,1.67972741622943,F
1007,1.61422449072786,F
1008,1.66878517461584,M
1009,1.67926826221378,F
1010,1.17290261853486,M
1011,1.83228985068854,M
1012,1.79986573634947,M
1013,0.785599001450464,F
1014,1.69493315605185,F
1015,1.79644173556565,M
1016,1.82089421693553,F
1017,1.98298411541618,M
1018,1.75448099705706,M
1019,1.74571915394627,F
1020,1.91601921936963,M
1021,0.5249756523408,F
1022,1.90012087728828,M
1023,1.59766216395656,F
1024,1.63338449411094,M
1025,1.83086217103653,F
1026,0.991108018672094,F
1027,1.75396047036096,F
1028,1.704424056635,M
1029,1.70044231615029,F
1030,0.871890126960352,M
1031,1.84980671892408,M
1032,1.86148243709467,F
1033,1.81476160612269,M
1034,1.60773616358638,F
1035,1.18345018848777,M
1036,1.91027816995047,M
1037,1.02704975334927,M
1038,1.78859148580829,M
1039,1.45522481016815,M
1040,0.522406747564673,M
1041,1.72607951634435,F
1042,0.702387169236317,F
1043,2.05243782489561,M
1044,1.66663761005271,F
1045,1.84446655050851,M
1046,1.60397758287145,F
1047,0.890140342293307,M
1048,1.51078701763181,F
1049,1.17502163094468,M
1050,1.7744608737994,F
1051,1.89617090759471,F
1052,1.64906195727489,F
1053,0.744051566114649,F
1054,1.80002050473314,M
1055,1.11329729133286,M
1056,1.62850392880205,M
1057,1.66501221693794,M
1058,1.8137230984093,M
1059,2.01486033077817,M
1060,1.68990814816207,M
1061,0.890140342293307,M
1062,1.92301300442778,M
1063,1.47365635784809,F
1064,0.733627949375659,M
1065,1.92373328043614,M
1066,1.58267932021064,F
1067,0.865432276623324,F
1068,1.53047395829543,F
1069,2.00685323044107,M
1070,1.95603639512295,M
1071,1.7690628978773,F
1072,2.08331893386785,M
1073,0.967534851282835,F
1074,1.57311383392662,M
1075,1.57702258257195,F
1076,2.02395488563925,M
1077,1.69121088697221,F
1078,1.60377873633254,F
1079,1.68142787272809,F
1080,1.68206058089282,F
1081,0.601708769565448,M
1082,1.60748064235086,F
1083,1.4920076756971,F
1084,0.874613391933963,M
1085,1.70523873379101,F
1086,1.76499402055807,M
1087,0.546559397596866,M
1088,1.7991928544594,F
1089,1.58674045295489,F
1090,0.825299710966647,F
1091,1.97050246784929,M
1092,1.85384648839997,M
1093,1.77523543406884,F
1094,1.5794937504812,M
1095,0.842026778263971,M
1096,1.62353547614164,F
1097,1.73305619502535,M
1098,1.73472326784395,F
1099,1.53181047175312,F
1100,1.71050116817438,F
1101,1.72714395926146,M
1102,1.5393006020844,M
1103,1.80544738622347,M
1104,1.87226506846491,M
1105,1.99968745685004,M
1106,1.38868597196415,F
1107,1.65476703649799,M
1108,0.846251293784007,M
1109,1.86716541191563,M
1110,1.94698893342423,M
1111,1.65041257706608,F
1112,1.60025606490672,F
1113,1.67698929752327,F
1114,1.54277153026432,F
1115,1.77615524229263,F
1116,1.65589977886593,M
1117,1.56404875325592,F
1118,1.68428250566647,F
1119,1.8504844028037,F
1120,1.66927815790071,F
1121,1.57541271043076,F
1122,1.73812342442106,F
1123,1.50210076762838,F
1124,1.19051925558597,F
1125,1.61682042434687,F
1126,1.18495629751123,M
1127,1.5863897905783,F
1128,1.22245448990725,M
1129,1.80060957096284,F
1130,1.17731367214583,M
1131,1.60774985434482,F
1132,1.48653776680585,F
1133,1.78484170738728,M
1134,1.57633032626472,F
1135,1.92430148028298,M
1136,1.80646716449141,F
1137,1.7047076109244,M
1138,1.67709246685272,M
1139,1.64082628352545,M
1140,2.00454067590181,M
1141,1.69677966739199,F
1142,1.74166605081409,M
1143,1.89056983299767,M
1144,1.54130479706743,M
1145,1.82164190668369,M
1146,1.82638852087583,F
1147,1.74357098923065,F
1148,1.94157877529506,M
1149,1.56537678497843,F
1150,2.02168125546824,M
1151,2.00581929772161,M
1152,1.55849196260097,F
1153,1.57273277524227,F
